mobile_names,title,body,Sentiment
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Panasonic egula i7,"  I gifted this phone for my mom. This phone is suitable for senior people, if u r looking for gaming or multi-tasking, it's no use.What I liked:1. It's a complete package, you get charger, backcase, screen protector and earphones.2. Android 9 with decent battery backup.3. I got it for ₹6180 so worth money.I disliked:1. Phone is very laggy and apps crashes.2. Touch screen works slow. Even while receiving calls, if u swipe up to answer, it won't respond.3. Thanks to cheap quality earphones.4. Overall I'm really frustrated by this phone, never gonna buy any panasonic brand from now.",Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Good phone for senior citizens,"  The phone is an alternative to chinese companies flooding the market. Display is very dull, fingerprint sensor at times doesnt work, but not a deal breaker, can live with it. Low quality screen guard already stuck when delivered makes the display worse. There was an extra screen guard, wondering if I got a returned product, box seemed sealed and all though.Apart from that, its a good VFM (< ₹7000) phone with a lot of features some of its competitors dont have. Its a functional smartphone without the unnecessary apps (data stealing ones) which comes loaded with other phones. Battery backup is good. Overall good for a senior citizen or users who dont waste their lives staring at cellphone screens and use it for communicating and a bit of internet usage.",Neutral
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Phone is not working,  Phone is not working,Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Updated version of Android 9..Eluga I7 Enterprise Edition,  Okk I am writing a review after using one day ..I gifted this mobile to my mother and she liked a lot ..First of all I let you know this is an updated version of Eluga I7..as you can check on the pictures posted by me ..it's Eluga I7 Enterprise Edition..And this is updated to Android 9.0 pie..Whereas the Normal Version is only Android 7 version( which is available on Flipkart).This mobile does not have tray SIM slot..rather you can open the back cover and easily insert both the SIM and Memory card..and  has Non Hybrid Sim Slots..But point to note here is SIM 1 is Micro and SIM 2 Nano ..Camera quality is gud not so gorgeous with 8MP for both Front and Back ..with Flash Led lights on both sides..you can't expect more in this price range .The best thing is it's Battery Back up of 4000 MAH..Videos run smooth you tube and all.You can increase the Storage space .. accordingly.Doesn't support quick charging so it takes time for charging but the battery backup is worth .My Verdict would be if you are getting so many features fr a price of 6499 ..it's worth buying ..A thumbs up from me.👍👍👍,Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Hang / slow process and F sensor unlock is not working. Face detection hangs the phone,  Phone Hangs even during playing YouTube. Hangs even during using camera. Update worsen the situation.Finger Touch unlock is not working after one month.,Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",very nice,  good,Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Substandard phone.,"  Had purchased an older model of Panasonic Eluga a couple of years ago for a family member. Still working well. Based on that experience I purchased this newer model i7, but it was such a big disappointment. Phone was excruciatingly slow, photos were grainy and many more issues. Didn't expect such low quality from a well known brand. Fortunately I was able to return it.",Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Hang and power off automatically,  After using three days  mobile getting haggedAnd getting switch off automatically.Charging was 80%  while on call switched off automatically when power on it shows battery charging 20 %,Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",VALUE FOR MONEY,  Phone has a awesome look and very handy best for senior citizen. Ok i write this review after 1 days as they are lying at so many things1.st the phone doesn't even support 32 gb of memory card and they have written 256 gb expandable2. And it can support a 2 or 4 gb memory card but if u use them u can only keep them in 1st sim as the 2nd sim is nano sim and u can't be able to use jio sim if we use memory cardSo there u will have only one thing to choose 4g or a memory cardSo very disappointingU should not lie to customerOverall the device is good just it don't support memory is bad :-(:-(,Neutral
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Microphone is not working properly,  I have purchased this mobile first time on 21 August then it was working fine but then i have gifted to someone else then i have purchased this for myself now i have got the product whose earphone it not working and what was disappointing more was its microphone its not working in whatsapp n duo's vedio calls. So i am returning this item.. but this is the first time Amazon disappointed me...n when i was opening its cover it has 2 seals i didn't get the logic behind this at that time but not i got to know that k why it has 2 seal in its box,Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Panasonic egula i7,"  I gifted this phone for my mom. This phone is suitable for senior people, if u r looking for gaming or multi-tasking, it's no use.What I liked:1. It's a complete package, you get charger, backcase, screen protector and earphones.2. Android 9 with decent battery backup.3. I got it for ₹6180 so worth money.I disliked:1. Phone is very laggy and apps crashes.2. Touch screen works slow. Even while receiving calls, if u swipe up to answer, it won't respond.3. Thanks to cheap quality earphones.4. Overall I'm really frustrated by this phone, never gonna buy any panasonic brand from now.",Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Good phone for senior citizens,"  The phone is an alternative to chinese companies flooding the market. Display is very dull, fingerprint sensor at times doesnt work, but not a deal breaker, can live with it. Low quality screen guard already stuck when delivered makes the display worse. There was an extra screen guard, wondering if I got a returned product, box seemed sealed and all though.Apart from that, its a good VFM (< ₹7000) phone with a lot of features some of its competitors dont have. Its a functional smartphone without the unnecessary apps (data stealing ones) which comes loaded with other phones. Battery backup is good. Overall good for a senior citizen or users who dont waste their lives staring at cellphone screens and use it for communicating and a bit of internet usage.",Neutral
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Phone is not working,  Phone is not working,Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Fair at this price!!,"  Fair product at this price. But disappointed me for rough performance. It's processor is quite slow and have a worst camera, specially the front camera. It's display brightness is just fair. Fingerprint sensor is good. It can be buyed for general usage like phone calls, social media and light games. Overall a good product",Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Are you chinese chamchas here kidding me?,"  First of all this is the best value for money . For 5000rs I got decent smartphone, good headphones, cover, screen guard. The phone is having reasonably fast response (maybe not the best in class but decent).  I have installed about 20 apps like whatsapp, gpay, paytm, adobe reader, facebook, gaana etc and I didnot face any hanging issues, no battry heatings even after prolonged use. The battery itself last for 2 days of intense use. Cant ask more for the money. It maynot handle games but for the rest you cannot beat this. All the criticism here is from the chinese chamchas. Made in india for me always over some cheap chinese crap.",Extremely Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Hanging problem required relacement,  I buyed on dateb06.11.20 .It has hanging for past 2 day from date 17.11.20 it has severe problem the touch not working properly due to hanging problem  pls find video .IPanasonic authorised service centre in trichy they servised and update software on 18.11.20 but same problem occurs on after 2 hours.I request panasonic company to replace at new one since I mainly purchased for my kid online classes since it is a budgetary phone. I used at only two day only but made problem  iam going to service mobile on chennai service centre.,Extremely Negative
